subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST3857,298.72,2.54,21,45.52,2025-04-30
CUST7702,256.21,1.41,22,32.57,2025-04-30
CUST3524,301.29,3.33,23,57.5,2025-04-30
CUST5580,224.12,7.68,18,94.52,2025-04-30
CUST2201,233.12,4.21,23,61.86,2025-04-30
CUST2318,289.28,2.45,22,49.54,2025-04-30
CUST2657,287.19,7.69,19,92.42,2025-04-30
CUST5000,284.37,5.36,18,249.63,2025-04-30
CUST7349,305.34,0.25,15,14.98,2025-04-30
CUST9005,217.04,0.92,22,17.65,2025-04-30
CUST9453,275.12,4.86,15,72.62,2025-04-30
CUST7603,391.77,1.14,14,28.67,2025-04-30
CUST4045,326.71,3.05,16,60.85,2025-04-30
CUST7013,360.94,4.93,18,357.53,2025-04-30
CUST1139,260.6,4.66,21,55.96,2025-04-30
CUST9045,261.27,4.36,19,60.06,2025-04-30
CUST7815,326.69,7.48,25,107.52,2025-04-30
CUST1358,281.19,5.49,34,78.59,2025-04-30
CUST2461,323.21,-0.56,22,11.59,2025-04-30
CUST8586,281.26,8.49,18,98.38,2025-04-30
CUST8082,343.45,4.92,18,66.94,2025-04-30
CUST7442,297.55,5.36,21,74.74,2025-04-30
CUST9605,314.04,7.27,25,95.78,2025-04-30
CUST5316,368.72,5.55,20,77.44,2025-04-30
CUST9134,330.1,1.95,21,40.96,2025-04-30
CUST4517,270.71,4.79,16,72.55,2025-04-30
CUST8219,295.84,2.9,15,44.35,2025-04-30
CUST9789,238.65,4.25,20,55.63,2025-04-30
CUST9174,355.85,3.75,14,66.6,2025-04-30
CUST3748,396.28,4.82,31,79.32,2025-04-30
CUST5727,310.18,1.83,22,35.95,2025-04-30
CUST1898,290.48,4.32,14,60.14,2025-04-30
CUST8023,265.56,1.94,30,43.53,2025-04-30
CUST6012,196.13,6.81,19,88.66,2025-04-30
CUST9022,283.35,4.38,18,69.18,2025-04-30
CUST5323,334.66,2.66,16,38.5,2025-04-30
CUST1584,326.22,3.43,22,59.13,2025-04-30
CUST8900,299.01,4.14,18,58.15,2025-04-30
