subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST3649,304.88,6.32,18,76.71,2024-12-31
CUST4136,263.63,4.92,17,66.0,2024-12-31
CUST3601,340.48,4.64,25,59.45,2024-12-31
CUST5769,307.25,8.01,27,105.27,2024-12-31
CUST2044,316.18,7.34,20,96.85,2024-12-31
CUST7616,383.53,6.21,19,82.61,2024-12-31
CUST2033,367.25,4.69,23,78.45,2024-12-31
CUST5766,316.58,5.28,19,77.9,2024-12-31
CUST2585,222.57,2.87,22,37.36,2024-12-31
CUST7530,366.31,3.97,24,66.02,2024-12-31
CUST7685,279.68,3.9,21,60.78,2024-12-31
CUST8424,349.67,7.88,17,101.15,2024-12-31
CUST5207,236.15,3.72,16,49.04,2024-12-31
CUST2005,276.51,6.94,17,89.93,2024-12-31
CUST8176,279.44,8.45,21,101.66,2024-12-31
CUST9721,334.57,7.65,19,106.29,2024-12-31
CUST7739,324.7,4.31,21,325.98,2024-12-31
CUST4610,294.42,6.2,23,72.02,2024-12-31
CUST8070,398.85,7.36,24,101.54,2024-12-31
CUST3825,216.6,5.12,25,69.58,2024-12-31
CUST4835,254.95,6.59,13,75.94,2024-12-31
CUST8636,295.98,5.25,21,75.84,2024-12-31
CUST9659,293.19,8.16,18,102.78,2024-12-31
CUST6154,336.67,6.44,24,87.98,2024-12-31
CUST3531,279.0,3.57,19,9.66,2024-12-31
CUST5574,330.42,0.69,19,24.0,2024-12-31
CUST1405,317.2,3.37,23,270.67,2024-12-31
CUST9353,332.42,5.15,23,65.17,2024-12-31
CUST1395,314.21,3.84,31,62.55,2024-12-31
CUST6596,268.08,2.23,24,38.43,2024-12-31
CUST7963,327.09,5.04,19,74.42,2024-12-31
CUST8021,357.08,4.85,20,7.39,2024-12-31
CUST4417,330.57,5.23,22,73.94,2024-12-31
CUST3734,339.7,3.27,22,58.88,2024-12-31
CUST5414,308.35,1.85,17,39.79,2024-12-31
CUST5234,324.69,5.83,23,79.18,2024-12-31
CUST9261,291.65,3.65,24,50.2,2024-12-31
CUST8622,308.44,3.25,21,49.43,2024-12-31
CUST4067,320.04,3.5,24,58.28,2024-12-31
CUST5143,289.58,6.26,16,81.6,2024-12-31
CUST9782,264.6,4.64,21,55.98,2024-12-31
CUST1275,332.08,7.98,25,96.91,2024-12-31
CUST8360,308.32,5.09,12,62.05,2024-12-31
CUST2575,360.1,5.0,20,61.15,2024-12-31
CUST7207,252.93,3.55,21,39.41,2024-12-31
CUST5092,290.85,5.2,19,62.94,2024-12-31
CUST3762,361.42,8.26,20,97.82,2024-12-31
CUST5207,341.2,7.74,24,103.33,2024-12-31
CUST1456,316.68,4.95,20,68.63,2024-12-31
CUST9497,259.09,5.3,23,65.25,2024-12-31
CUST1475,283.59,5.75,18,72.16,2024-12-31
CUST9258,296.97,5.66,21,76.37,2024-12-31
CUST8471,265.67,-1.44,21,0.0,2024-12-31
CUST5608,239.25,3.26,20,47.64,2024-12-31
CUST3850,290.39,7.78,21,91.89,2024-12-31
CUST8214,390.83,7.47,20,97.52,2024-12-31
CUST3108,299.65,2.28,20,51.31,2024-12-31
CUST2329,327.66,0.33,20,17.32,2024-12-31
CUST9277,224.89,5.88,28,75.47,2024-12-31
CUST7523,294.55,9.38,13,112.28,2024-12-31
CUST9873,247.77,6.92,24,88.76,2024-12-31
CUST3919,286.91,6.4,24,82.73,2024-12-31
CUST4172,298.14,8.89,21,111.38,2024-12-31
CUST6697,321.84,5.42,16,83.07,2024-12-31
CUST1007,255.17,3.4,27,62.33,2024-12-31
CUST2712,290.65,2.56,19,52.89,2024-12-31
CUST3241,394.89,7.51,13,96.02,2024-12-31
CUST4241,304.2,2.63,21,41.59,2024-12-31
CUST9927,310.47,8.93,15,106.86,2024-12-31
CUST7503,330.91,5.83,16,80.96,2024-12-31
CUST1930,260.31,3.21,21,48.57,2024-12-31
CUST9955,281.78,6.23,25,87.45,2024-12-31
CUST5203,277.24,5.37,22,78.31,2024-12-31
CUST2767,328.54,8.63,24,106.09,2024-12-31
CUST5539,312.51,6.02,12,79.23,2024-12-31
CUST8732,355.24,7.53,25,95.61,2024-12-31
CUST1942,283.18,4.08,24,55.55,2024-12-31
CUST5263,236.6,5.8,20,71.74,2024-12-31
CUST5788,336.7,5.07,20,78.27,2024-12-31
CUST8090,289.37,4.4,18,54.31,2024-12-31
CUST2451,347.47,2.35,19,41.1,2024-12-31
CUST1422,353.67,8.38,34,105.27,2024-12-31
CUST8203,290.1,6.28,21,86.28,2024-12-31
CUST1802,267.66,1.44,23,30.79,2024-12-31
CUST8642,277.55,6.29,24,73.8,2024-12-31
CUST6276,253.13,1.36,19,26.64,2024-12-31
CUST6567,241.16,5.83,15,70.83,2024-12-31
CUST6723,314.1,6.87,23,85.75,2024-12-31
CUST3757,292.87,5.88,18,76.91,2024-12-31
CUST7375,224.28,5.12,19,73.03,2024-12-31
CUST3989,400.95,3.08,22,49.34,2024-12-31
CUST9462,388.82,5.93,10,87.11,2024-12-31
CUST1545,315.87,7.54,31,15.3,2024-12-31
CUST2528,275.89,1.15,16,33.31,2024-12-31
CUST3739,219.12,5.94,21,71.27,2024-12-31
