subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST9868,253.49,1.02,15,28.55,2024-10-31
CUST1802,316.32,2.16,17,38.84,2024-10-31
CUST7102,255.07,3.0,23,54.55,2024-10-31
CUST4575,313.69,5.87,22,71.28,2024-10-31
CUST2096,204.2,3.13,25,43.16,2024-10-31
CUST8025,288.85,3.35,18,52.09,2024-10-31
CUST1963,354.16,2.98,23,56.73,2024-10-31
CUST3466,346.69,1.91,20,38.13,2024-10-31
CUST3282,250.44,5.46,22,79.26,2024-10-31
CUST1049,334.33,7.27,23,94.3,2024-10-31
CUST6024,316.4,4.03,29,53.44,2024-10-31
CUST5834,299.96,6.19,15,84.64,2024-10-31
CUST3226,205.28,3.55,15,51.9,2024-10-31
CUST9780,403.41,4.79,23,71.6,2024-10-31
CUST6679,262.71,4.78,21,61.83,2024-10-31
CUST3895,249.33,2.34,17,41.39,2024-10-31
CUST8641,328.02,1.67,28,43.08,2024-10-31
CUST6319,393.21,1.82,27,42.95,2024-10-31
CUST2119,314.9,3.84,15,62.08,2024-10-31
CUST6937,327.08,6.38,16,81.8,2024-10-31
CUST2081,322.07,2.46,19,45.92,2024-10-31
CUST7275,382.46,5.74,17,80.83,2024-10-31
CUST9114,342.62,7.56,15,83.41,2024-10-31
CUST8618,255.08,4.32,22,279.42,2024-10-31
CUST5744,284.12,3.38,20,41.47,2024-10-31
CUST7789,270.44,2.83,19,42.87,2024-10-31
CUST5237,300.28,7.17,22,87.77,2024-10-31
CUST7644,308.58,3.98,16,59.07,2024-10-31
CUST7641,429.28,3.58,17,317.65,2024-10-31
CUST8146,297.76,5.49,14,58.98,2024-10-31
CUST5001,320.34,2.47,28,42.06,2024-10-31
CUST8604,290.44,2.44,18,40.14,2024-10-31
CUST2807,355.02,1.95,28,39.8,2024-10-31
CUST9194,262.86,5.0,19,72.5,2024-10-31
CUST2428,217.5,3.76,12,48.57,2024-10-31
CUST3998,233.71,4.7,18,67.55,2024-10-31
CUST6337,329.25,6.97,20,91.56,2024-10-31
CUST1311,299.02,-0.41,20,17.36,2024-10-31
CUST7824,252.57,3.52,21,55.21,2024-10-31
CUST9459,321.94,3.22,31,53.52,2024-10-31
CUST1592,379.57,6.78,21,94.67,2024-10-31
CUST8083,335.06,3.29,14,66.98,2024-10-31
CUST7402,240.27,2.38,30,42.96,2024-10-31
CUST4881,409.96,2.87,20,51.89,2024-10-31
CUST8636,287.39,5.68,26,82.78,2024-10-31
CUST9494,319.47,5.13,25,19.13,2024-10-31
CUST7667,379.93,1.53,11,34.93,2024-10-31
CUST6643,324.25,5.88,19,78.28,2024-10-31
CUST7702,348.95,-0.94,22,19.06,2024-10-31
CUST6606,294.19,0.42,22,25.48,2024-10-31
CUST1106,270.99,4.72,15,68.51,2024-10-31
CUST3022,244.24,2.76,20,38.26,2024-10-31
CUST7115,362.2,4.17,21,72.49,2024-10-31
CUST4460,271.81,3.59,11,54.24,2024-10-31
CUST9523,385.21,3.5,22,62.7,2024-10-31
CUST3240,304.43,3.43,11,351.42,2024-10-31
CUST4314,330.52,3.01,15,53.03,2024-10-31
CUST1502,291.01,3.67,27,56.52,2024-10-31
CUST8759,333.68,4.23,18,61.86,2024-10-31
CUST3065,329.38,3.81,21,56.82,2024-10-31
CUST9472,266.09,5.69,31,77.05,2024-10-31
CUST9981,363.6,5.24,21,74.43,2024-10-31
CUST9114,310.2,5.17,21,68.5,2024-10-31
CUST6165,266.56,2.55,19,35.64,2024-10-31
CUST3536,309.28,4.0,20,64.91,2024-10-31
CUST9859,326.41,8.36,19,98.83,2024-10-31
CUST1934,316.06,2.0,28,41.87,2024-10-31
CUST5002,278.0,3.41,24,56.86,2024-10-31
CUST7520,365.26,1.21,21,35.79,2024-10-31
CUST6391,334.08,6.62,15,84.51,2024-10-31
CUST1086,311.05,5.54,25,72.09,2024-10-31
CUST9630,277.49,8.34,16,99.68,2024-10-31
CUST8137,314.12,4.41,23,61.77,2024-10-31
CUST8774,247.76,3.64,16,42.01,2024-10-31
CUST8619,334.99,3.2,23,57.23,2024-10-31
CUST7585,293.35,4.83,13,57.91,2024-10-31
CUST8447,338.84,9.69,18,115.64,2024-10-31
CUST7261,310.25,4.72,13,61.65,2024-10-31
CUST8957,316.39,2.06,23,35.94,2024-10-31
CUST5392,331.03,1.81,29,49.23,2024-10-31
CUST2962,265.41,4.1,29,64.84,2024-10-31
CUST7018,343.7,4.2,27,63.86,2024-10-31
CUST4511,421.58,6.44,21,88.05,2024-10-31
CUST7107,297.35,2.09,21,37.86,2024-10-31
CUST7013,179.56,6.98,18,85.94,2024-10-31
CUST5914,261.15,3.6,17,59.99,2024-10-31
CUST9185,300.96,4.39,20,60.81,2024-10-31
CUST2713,356.37,4.79,21,66.13,2024-10-31
CUST7852,304.27,4.9,18,67.83,2024-10-31
CUST5703,294.39,7.09,20,90.7,2024-10-31
CUST9158,356.94,5.34,22,75.44,2024-10-31
CUST6439,279.02,6.76,25,80.27,2024-10-31
CUST3368,319.9,4.45,19,72.36,2024-10-31
CUST9496,271.15,3.91,10,51.93,2024-10-31
CUST3291,328.46,4.94,16,67.31,2024-10-31
CUST2888,292.84,5.46,23,69.83,2024-10-31
CUST8413,254.68,3.56,21,50.41,2024-10-31
CUST4004,388.0,2.01,16,37.76,2024-10-31
CUST4533,290.73,3.13,8,43.31,2024-10-31
CUST6559,362.04,6.99,15,95.77,2024-10-31
CUST5125,322.27,2.2,23,52.19,2024-10-31
CUST8305,323.79,6.76,24,87.33,2024-10-31
CUST9249,237.24,5.77,26,69.82,2024-10-31
CUST9662,265.43,2.53,21,43.18,2024-10-31
CUST3475,249.73,3.18,18,40.41,2024-10-31
CUST5593,308.48,7.04,21,90.69,2024-10-31
CUST1752,343.01,4.69,28,67.73,2024-10-31
CUST1342,210.0,5.53,20,64.13,2024-10-31
CUST9841,299.36,1.72,26,31.73,2024-10-31
CUST5456,367.75,1.42,22,47.61,2024-10-31
CUST9816,209.52,4.42,18,55.46,2024-10-31
CUST5807,256.79,6.81,19,84.85,2024-10-31
CUST2056,282.38,6.18,18,84.96,2024-10-31
CUST3615,245.52,0.91,20,34.68,2024-10-31
CUST9421,307.58,-1.08,27,11.78,2024-10-31
CUST2632,349.3,3.77,16,61.92,2024-10-31
CUST1358,239.23,1.62,17,32.93,2024-10-31
CUST2908,290.82,4.34,25,69.75,2024-10-31
CUST6852,306.0,4.24,19,263.98,2024-10-31
CUST3522,336.94,3.59,19,64.65,2024-10-31
CUST8818,243.7,5.37,22,69.34,2024-10-31
CUST1866,280.15,5.32,11,68.08,2024-10-31
CUST6623,249.69,10.15,10,113.52,2024-10-31
CUST9721,193.24,2.86,14,34.73,2024-10-31
CUST1804,300.06,6.22,26,84.85,2024-10-31
CUST1443,348.34,5.12,18,74.02,2024-10-31
CUST3842,261.33,2.17,17,11.99,2024-10-31
CUST5922,298.66,6.81,25,84.71,2024-10-31
CUST8172,373.28,3.18,27,57.77,2024-10-31
CUST8432,290.99,7.11,25,81.17,2024-10-31
CUST4589,326.98,7.25,27,100.24,2024-10-31
CUST3561,289.84,7.14,22,86.76,2024-10-31
CUST5114,364.87,4.76,16,70.56,2024-10-31
CUST7631,248.36,2.96,20,40.05,2024-10-31
CUST7194,317.8,3.34,19,49.19,2024-10-31
CUST3997,315.44,8.47,16,105.36,2024-10-31
CUST3525,293.15,5.01,17,63.95,2024-10-31
CUST9223,376.85,7.41,16,91.73,2024-10-31
CUST3595,374.34,5.03,18,76.05,2024-10-31
CUST3928,303.74,6.25,10,84.24,2024-10-31
CUST8365,343.11,4.42,16,57.21,2024-10-31
CUST5023,278.61,6.75,25,87.32,2024-10-31
CUST3329,262.5,4.74,27,57.99,2024-10-31
CUST2065,261.61,1.27,18,28.06,2024-10-31
CUST1294,278.59,6.29,20,84.23,2024-10-31
CUST6651,250.27,7.3,26,101.46,2024-10-31
CUST5420,330.18,0.38,25,23.16,2024-10-31
CUST6872,367.73,5.72,13,74.66,2024-10-31
CUST3085,294.99,3.44,21,46.15,2024-10-31
CUST1295,207.96,4.05,14,46.15,2024-10-31
CUST9528,306.43,6.04,20,78.78,2024-10-31
CUST6675,205.2,4.6,15,59.58,2024-10-31
CUST3081,336.07,3.13,17,49.3,2024-10-31
CUST4387,230.22,-0.04,21,9.79,2024-10-31
CUST9298,278.21,3.47,20,60.13,2024-10-31
CUST4671,254.11,3.72,21,46.83,2024-10-31
CUST5854,262.8,3.76,20,53.83,2024-10-31
CUST4365,257.05,0.76,25,24.61,2024-10-31
CUST3458,191.7,2.29,20,35.8,2024-10-31
CUST4290,298.04,5.36,22,68.39,2024-10-31
CUST3282,288.13,7.75,21,80.98,2024-10-31
CUST1907,383.07,6.13,22,94.92,2024-10-31
CUST2266,348.05,7.24,20,15.05,2024-10-31
CUST7048,288.75,5.32,18,71.66,2024-10-31
CUST2867,267.06,6.16,21,84.44,2024-10-31
CUST1137,300.08,1.06,15,26.33,2024-10-31
CUST8373,291.18,3.55,18,44.14,2024-10-31
CUST5934,279.98,4.63,24,71.23,2024-10-31
CUST8086,318.63,4.63,17,62.78,2024-10-31
CUST7765,303.53,3.26,22,54.76,2024-10-31
CUST5472,299.11,4.97,16,68.38,2024-10-31
CUST7962,314.22,4.54,20,73.6,2024-10-31
CUST5550,225.44,5.29,19,66.1,2024-10-31
CUST1130,318.17,3.44,21,51.52,2024-10-31
CUST5939,276.07,4.04,19,54.58,2024-10-31
CUST4918,269.87,3.45,18,48.58,2024-10-31
CUST3531,262.66,5.73,27,73.9,2024-10-31
CUST6770,293.76,7.08,13,94.61,2024-10-31
CUST4606,260.9,5.93,12,70.68,2024-10-31
CUST8839,265.64,5.18,18,62.15,2024-10-31
CUST5481,296.64,1.87,24,39.23,2024-10-31
CUST7518,264.39,3.12,21,51.61,2024-10-31
CUST9189,338.56,5.76,19,81.7,2024-10-31
CUST7724,353.31,1.87,17,35.31,2024-10-31
CUST4902,280.04,5.03,23,64.71,2024-10-31
CUST6131,261.89,7.18,27,93.49,2024-10-31
CUST5081,302.63,5.59,24,68.31,2024-10-31
CUST5010,269.73,3.19,24,7.82,2024-10-31
CUST9440,257.8,3.48,21,51.45,2024-10-31
CUST2271,218.86,2.87,15,44.37,2024-10-31
CUST2510,300.39,5.23,21,67.53,2024-10-31
CUST2083,303.22,4.47,19,61.06,2024-10-31
CUST7449,385.39,1.82,19,41.46,2024-10-31
CUST2954,249.79,3.0,19,43.79,2024-10-31
CUST7956,283.77,8.25,20,356.65,2024-10-31
CUST2854,250.61,5.92,20,73.72,2024-10-31
CUST8321,248.27,2.45,17,44.89,2024-10-31
CUST1368,364.63,3.25,22,59.14,2024-10-31
CUST2627,269.47,6.6,19,356.21,2024-10-31
CUST2976,315.34,5.24,20,72.87,2024-10-31
