subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST6218,358.11,3.93,28,70.14,2024-09-30
CUST1518,314.99,3.19,21,43.71,2024-09-30
CUST8337,261.79,4.97,16,60.11,2024-09-30
CUST3679,372.68,6.36,17,94.27,2024-09-30
CUST7070,360.73,4.51,21,69.83,2024-09-30
CUST8865,311.05,4.46,25,65.94,2024-09-30
CUST6523,229.2,4.95,19,66.64,2024-09-30
CUST1469,244.99,2.65,18,43.52,2024-09-30
CUST6797,320.66,3.49,35,57.01,2024-09-30
CUST4256,227.58,2.88,32,51.38,2024-09-30
CUST7071,316.58,4.43,24,67.0,2024-09-30
CUST2708,297.29,5.9,24,80.19,2024-09-30
CUST1952,243.65,2.41,25,33.39,2024-09-30
CUST9414,314.3,5.31,16,77.78,2024-09-30
CUST8104,246.59,2.22,19,32.47,2024-09-30
CUST4226,368.09,1.93,23,49.03,2024-09-30
CUST3910,259.87,5.27,23,69.88,2024-09-30
CUST3297,274.09,2.13,24,27.45,2024-09-30
CUST6552,274.42,4.24,24,67.56,2024-09-30
CUST3401,245.94,0.7,21,35.25,2024-09-30
CUST8991,231.04,6.51,15,84.09,2024-09-30
CUST3755,311.28,2.21,27,41.43,2024-09-30
CUST1785,276.47,4.94,21,71.22,2024-09-30
CUST3093,275.04,3.65,25,50.02,2024-09-30
CUST1399,344.73,5.68,18,76.81,2024-09-30
CUST8517,280.55,4.02,27,56.54,2024-09-30
CUST3726,198.92,8.14,18,13.43,2024-09-30
CUST9867,288.51,7.31,14,90.11,2024-09-30
CUST6846,317.06,3.4,24,59.64,2024-09-30
CUST5683,290.49,5.93,26,81.93,2024-09-30
CUST1923,349.78,4.33,29,381.55,2024-09-30
CUST1099,275.41,2.73,13,42.37,2024-09-30
CUST6547,290.75,1.26,20,44.68,2024-09-30
CUST7978,369.65,4.06,14,61.91,2024-09-30
CUST8002,304.19,4.29,30,57.57,2024-09-30
CUST2434,296.54,4.91,27,69.94,2024-09-30
CUST2417,276.88,5.04,14,73.48,2024-09-30
CUST4647,290.59,5.01,15,67.14,2024-09-30
CUST5234,356.43,4.07,21,58.37,2024-09-30
CUST2334,328.53,3.97,21,63.44,2024-09-30
CUST5293,271.58,2.45,16,41.08,2024-09-30
CUST3492,226.19,5.21,28,75.87,2024-09-30
CUST6066,349.29,7.05,20,88.41,2024-09-30
CUST2674,333.73,6.0,26,85.73,2024-09-30
CUST6836,389.02,4.6,15,79.16,2024-09-30
CUST3827,277.73,3.96,16,54.99,2024-09-30
CUST7024,268.37,1.85,23,40.19,2024-09-30
CUST2770,340.85,6.93,20,99.56,2024-09-30
CUST3320,254.37,3.64,15,50.63,2024-09-30
CUST9805,272.21,5.02,19,67.78,2024-09-30
CUST8152,244.92,3.48,15,47.61,2024-09-30
CUST2166,238.01,4.33,18,238.3,2024-09-30
CUST9108,286.88,2.85,31,53.55,2024-09-30
CUST4591,314.85,4.44,27,61.56,2024-09-30
CUST4128,301.69,7.79,29,101.06,2024-09-30
CUST6960,340.24,4.85,18,72.47,2024-09-30
CUST3174,312.03,5.26,26,66.32,2024-09-30
CUST4384,245.84,5.04,21,63.27,2024-09-30
CUST4706,290.64,3.55,21,54.79,2024-09-30
CUST9854,271.72,4.03,22,65.05,2024-09-30
CUST5045,227.5,5.66,22,76.02,2024-09-30
CUST9024,365.68,4.69,23,72.9,2024-09-30
CUST8143,361.04,3.4,24,52.56,2024-09-30
CUST9748,299.43,4.13,24,64.29,2024-09-30
CUST4858,230.08,7.09,18,87.17,2024-09-30
CUST7092,281.83,2.36,28,34.9,2024-09-30
CUST4582,323.81,4.69,27,70.92,2024-09-30
CUST4315,293.2,1.72,16,27.97,2024-09-30
CUST1663,337.11,6.1,17,84.23,2024-09-30
CUST6808,280.55,1.82,19,38.08,2024-09-30
CUST1139,252.84,3.2,13,47.04,2024-09-30
CUST8209,284.03,4.26,17,56.64,2024-09-30
CUST2922,313.56,5.72,17,72.45,2024-09-30
CUST9058,370.59,3.95,19,69.49,2024-09-30
CUST9448,314.67,5.08,11,68.54,2024-09-30
CUST7977,269.0,3.98,30,63.42,2024-09-30
CUST1109,282.97,3.9,19,9.27,2024-09-30
CUST3471,265.05,4.42,27,65.64,2024-09-30
CUST7915,185.57,4.47,20,57.01,2024-09-30
CUST9868,358.37,5.32,12,73.64,2024-09-30
CUST7925,267.36,5.44,22,70.18,2024-09-30
CUST7063,335.84,6.5,16,76.65,2024-09-30
CUST4301,203.92,2.52,21,49.14,2024-09-30
CUST1707,336.01,3.1,17,49.26,2024-09-30
CUST2376,458.95,4.3,23,69.32,2024-09-30
CUST8597,300.7,7.15,20,89.96,2024-09-30
CUST8797,271.34,7.43,21,85.66,2024-09-30
CUST7586,233.27,4.61,15,62.45,2024-09-30
