subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST5298,324.84,5.22,23,71.91,2025-07-31
CUST2835,288.29,8.66,25,109.84,2025-07-31
CUST5734,276.83,4.57,17,367.15,2025-07-31
CUST7330,271.89,3.47,17,53.31,2025-07-31
CUST1590,373.28,5.05,16,69.63,2025-07-31
CUST1428,305.55,3.2,17,52.54,2025-07-31
CUST2817,269.91,9.2,14,13.08,2025-07-31
CUST7818,238.96,5.92,21,65.53,2025-07-31
CUST1284,336.92,5.84,13,277.32,2025-07-31
CUST2322,284.94,2.54,25,41.08,2025-07-31
CUST7448,317.18,1.97,24,45.55,2025-07-31
CUST8663,346.56,3.82,26,59.2,2025-07-31
CUST6924,276.04,5.13,17,8.83,2025-07-31
CUST9178,367.81,5.36,14,79.77,2025-07-31
CUST5411,318.07,8.58,24,93.37,2025-07-31
CUST1739,341.1,5.67,17,75.7,2025-07-31
CUST3815,289.02,6.21,19,76.35,2025-07-31
CUST9879,274.91,7.33,24,93.5,2025-07-31
CUST5588,304.85,7.44,17,91.06,2025-07-31
CUST1458,226.82,6.09,19,77.37,2025-07-31
CUST1576,282.86,3.9,29,68.33,2025-07-31
CUST7977,308.73,6.02,32,81.62,2025-07-31
CUST6874,204.06,5.45,17,68.37,2025-07-31
CUST4580,423.16,5.12,14,76.62,2025-07-31
CUST5647,357.14,7.0,16,98.11,2025-07-31
CUST6377,229.91,6.67,13,91.78,2025-07-31
CUST7172,250.47,4.37,22,52.84,2025-07-31
CUST6779,303.43,3.38,23,55.89,2025-07-31
CUST2834,260.84,4.86,17,66.14,2025-07-31
CUST5472,365.36,2.29,27,315.48,2025-07-31
CUST4125,238.15,2.86,26,42.3,2025-07-31
CUST8838,311.61,6.09,21,77.07,2025-07-31
CUST1616,240.43,6.81,23,90.55,2025-07-31
CUST5075,258.97,7.43,22,93.68,2025-07-31
CUST3827,287.73,3.99,17,57.33,2025-07-31
CUST6438,317.06,6.05,24,85.32,2025-07-31
CUST5698,286.77,10.94,15,121.39,2025-07-31
CUST9746,324.12,5.05,17,73.71,2025-07-31
CUST2670,277.67,7.21,15,89.88,2025-07-31
CUST9572,319.27,3.73,14,56.85,2025-07-31
CUST1361,317.89,6.62,23,79.82,2025-07-31
CUST3865,253.11,6.53,20,84.53,2025-07-31
CUST9805,328.54,7.77,23,97.16,2025-07-31
CUST5329,337.95,3.95,21,59.46,2025-07-31
CUST8603,415.73,1.77,17,39.48,2025-07-31
