subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST1089,313.89,3.24,21,52.33,2025-03-31
CUST8215,378.88,2.52,30,51.23,2025-03-31
CUST3103,388.9,3.46,19,56.71,2025-03-31
CUST2957,295.64,4.9,22,77.22,2025-03-31
CUST6065,418.15,6.32,24,92.13,2025-03-31
CUST1093,312.15,3.88,31,54.37,2025-03-31
CUST8776,296.05,2.54,14,42.72,2025-03-31
CUST2949,316.98,6.09,24,79.01,2025-03-31
CUST4389,308.45,6.0,18,84.32,2025-03-31
CUST3315,252.93,3.29,21,50.71,2025-03-31
CUST7915,341.52,1.38,18,35.52,2025-03-31
CUST7355,264.75,5.82,18,80.15,2025-03-31
CUST4007,268.64,4.53,32,68.46,2025-03-31
CUST2848,326.95,5.77,11,69.88,2025-03-31
CUST9281,325.68,3.14,22,51.99,2025-03-31
CUST8202,356.23,1.34,27,35.18,2025-03-31
CUST5168,226.17,5.76,22,73.79,2025-03-31
CUST4068,223.56,3.12,26,47.35,2025-03-31
CUST5555,319.12,10.06,21,113.82,2025-03-31
CUST3742,181.31,6.12,22,77.13,2025-03-31
CUST7992,260.97,3.68,15,323.32,2025-03-31
CUST4665,258.01,5.52,15,57.22,2025-03-31
CUST6767,239.85,3.62,24,48.5,2025-03-31
CUST9731,255.7,5.24,20,70.81,2025-03-31
CUST7783,248.16,5.0,20,63.98,2025-03-31
CUST4859,407.09,3.93,19,66.5,2025-03-31
CUST1314,324.8,6.76,18,86.63,2025-03-31
CUST4535,301.9,4.87,28,66.59,2025-03-31
CUST7151,284.79,3.17,23,51.06,2025-03-31
CUST6435,284.9,3.66,24,54.73,2025-03-31
CUST7207,325.16,3.34,16,51.86,2025-03-31
CUST5685,251.81,5.62,15,58.6,2025-03-31
CUST5847,355.57,6.43,25,86.21,2025-03-31
CUST6570,195.72,4.99,25,61.57,2025-03-31
CUST2301,303.67,2.64,18,49.99,2025-03-31
CUST9162,310.56,2.4,24,283.95,2025-03-31
CUST5492,277.35,4.84,23,14.88,2025-03-31
CUST9801,259.66,5.51,16,65.67,2025-03-31
CUST5770,231.13,7.25,31,95.31,2025-03-31
CUST7944,161.47,5.94,25,68.7,2025-03-31
CUST7986,274.28,5.86,16,71.83,2025-03-31
CUST7973,287.29,8.35,24,110.0,2025-03-31
CUST8597,259.77,4.79,24,67.02,2025-03-31
CUST3469,318.81,-1.13,15,9.48,2025-03-31
CUST2345,332.14,7.61,13,98.72,2025-03-31
CUST3205,266.5,2.52,30,29.51,2025-03-31
CUST5012,287.34,6.54,20,82.52,2025-03-31
CUST2095,286.93,7.01,15,86.91,2025-03-31
CUST5203,358.86,1.81,24,43.19,2025-03-31
CUST8292,291.42,4.72,17,60.4,2025-03-31
CUST8496,312.32,6.71,10,83.66,2025-03-31
CUST9813,324.79,5.29,18,69.74,2025-03-31
CUST1380,307.08,4.56,23,69.51,2025-03-31
CUST5303,305.59,2.75,15,47.39,2025-03-31
CUST5917,352.93,6.88,19,87.47,2025-03-31
CUST3343,322.92,5.66,16,76.19,2025-03-31
CUST1927,311.5,4.47,18,64.02,2025-03-31
CUST8088,310.28,1.27,24,33.09,2025-03-31
CUST7771,298.54,3.56,19,55.79,2025-03-31
CUST2087,319.14,5.74,15,81.47,2025-03-31
CUST5185,260.04,2.55,26,12.68,2025-03-31
CUST7822,314.91,3.17,23,53.01,2025-03-31
CUST2371,213.89,5.81,8,73.52,2025-03-31
CUST7568,301.11,6.01,27,76.37,2025-03-31
CUST8451,343.43,5.77,17,78.84,2025-03-31
CUST9443,301.47,4.47,14,58.57,2025-03-31
CUST5222,314.28,4.89,28,68.88,2025-03-31
CUST4467,267.99,6.89,25,83.5,2025-03-31
CUST4999,265.08,4.48,18,61.0,2025-03-31
CUST7506,241.9,5.18,13,72.05,2025-03-31
CUST9711,181.72,3.86,19,242.43,2025-03-31
CUST8702,311.43,6.84,19,84.95,2025-03-31
CUST5254,399.34,7.31,30,102.24,2025-03-31
CUST1681,412.01,5.44,25,80.22,2025-03-31
CUST3601,263.08,5.67,20,77.48,2025-03-31
CUST1755,310.89,3.75,18,55.46,2025-03-31
CUST6761,232.2,2.81,16,47.71,2025-03-31
CUST6489,246.22,5.12,17,64.03,2025-03-31
CUST9756,342.5,2.75,22,51.8,2025-03-31
CUST3156,340.55,5.59,20,74.67,2025-03-31
CUST4812,243.52,2.84,21,52.61,2025-03-31
CUST3875,320.34,4.46,21,64.63,2025-03-31
CUST1257,221.1,4.94,14,63.83,2025-03-31
CUST5788,297.6,7.71,14,98.22,2025-03-31
CUST7571,238.76,5.87,27,80.94,2025-03-31
CUST8870,216.78,7.47,21,94.56,2025-03-31
CUST1319,308.5,3.72,14,57.98,2025-03-31
CUST5237,243.56,5.77,21,70.06,2025-03-31
CUST7281,324.92,3.1,21,44.4,2025-03-31
CUST9218,280.49,8.54,18,338.4,2025-03-31
CUST1992,250.81,1.86,16,25.12,2025-03-31
CUST5965,331.71,4.8,21,77.74,2025-03-31
CUST2741,222.72,3.48,13,18.0,2025-03-31
CUST5257,341.01,6.41,29,83.06,2025-03-31
CUST1978,344.22,3.35,23,10.67,2025-03-31
CUST4273,332.44,4.98,22,62.08,2025-03-31
CUST1962,262.14,7.13,20,11.66,2025-03-31
CUST5906,285.87,4.27,21,58.26,2025-03-31
CUST1240,292.45,4.32,16,51.8,2025-03-31
CUST7657,224.71,2.44,17,42.29,2025-03-31
CUST4919,159.25,4.69,16,62.86,2025-03-31
CUST3505,299.36,2.72,14,38.94,2025-03-31
CUST4263,288.81,6.73,21,90.47,2025-03-31
CUST6738,288.12,6.12,30,80.13,2025-03-31
CUST5765,263.83,8.65,25,110.09,2025-03-31
CUST1020,308.8,7.44,21,95.03,2025-03-31
CUST9572,242.12,0.47,15,15.54,2025-03-31
CUST6616,296.08,6.8,18,82.1,2025-03-31
CUST4380,246.46,7.57,16,89.58,2025-03-31
CUST9724,292.57,7.14,21,81.84,2025-03-31
CUST7839,236.9,2.09,16,33.14,2025-03-31
CUST7811,279.94,6.96,19,92.49,2025-03-31
CUST1886,212.66,0.59,23,25.08,2025-03-31
CUST2840,311.6,1.76,20,33.6,2025-03-31
CUST6501,280.98,2.67,23,50.96,2025-03-31
CUST6650,363.84,5.65,27,82.44,2025-03-31
CUST2367,238.91,6.5,25,84.9,2025-03-31
CUST2551,289.04,4.2,17,62.48,2025-03-31
CUST5380,297.02,6.47,23,86.72,2025-03-31
CUST9183,351.76,3.24,29,55.84,2025-03-31
CUST8303,313.89,2.19,23,45.29,2025-03-31
CUST6161,374.33,6.76,18,96.72,2025-03-31
CUST2176,386.7,2.82,24,51.42,2025-03-31
CUST9110,236.78,6.98,20,86.7,2025-03-31
CUST9179,379.03,0.44,25,28.87,2025-03-31
CUST7057,307.55,3.81,20,57.53,2025-03-31
CUST8005,253.09,6.01,17,74.28,2025-03-31
CUST4375,255.0,5.21,24,71.55,2025-03-31
CUST6077,320.07,4.02,15,54.71,2025-03-31
CUST1786,302.15,3.23,25,59.79,2025-03-31
CUST7681,321.02,3.12,17,51.59,2025-03-31
CUST8954,258.14,2.45,24,49.78,2025-03-31
CUST1599,331.54,2.2,16,33.26,2025-03-31
CUST6217,264.58,3.58,14,52.47,2025-03-31
CUST2871,419.05,4.63,17,80.15,2025-03-31
CUST3979,286.22,3.88,24,62.79,2025-03-31
CUST1544,362.69,4.19,22,67.72,2025-03-31
CUST9137,360.73,7.93,24,103.49,2025-03-31
CUST9792,234.34,1.21,35,30.57,2025-03-31
CUST9468,204.76,4.05,18,55.86,2025-03-31
CUST1945,242.35,6.25,19,77.38,2025-03-31
CUST8849,338.18,4.83,18,63.01,2025-03-31
CUST1918,247.73,2.06,29,45.56,2025-03-31
CUST1313,328.03,5.04,24,64.38,2025-03-31
CUST4685,321.01,4.6,24,65.77,2025-03-31
CUST9749,259.4,3.87,14,57.18,2025-03-31
CUST3436,292.38,6.89,12,87.5,2025-03-31
CUST9469,296.63,0.81,24,31.17,2025-03-31
CUST5018,332.37,2.97,25,16.67,2025-03-31
CUST3845,284.99,5.55,27,66.43,2025-03-31
CUST7779,218.15,7.99,23,94.98,2025-03-31
CUST1628,295.91,2.11,25,47.16,2025-03-31
CUST7540,229.56,4.31,26,63.12,2025-03-31
CUST3495,282.74,8.92,28,109.11,2025-03-31
CUST9909,148.22,4.84,19,54.69,2025-03-31
CUST2985,250.41,2.52,24,40.13,2025-03-31
CUST6660,171.22,3.92,28,54.84,2025-03-31
CUST3444,302.57,8.47,31,96.01,2025-03-31
CUST8067,162.98,8.8,17,100.38,2025-03-31
CUST1638,304.59,3.48,23,55.36,2025-03-31
CUST9414,340.6,8.15,20,103.76,2025-03-31
CUST3117,196.38,7.04,18,87.0,2025-03-31
CUST2889,355.13,3.08,20,56.36,2025-03-31
CUST6844,296.77,9.14,17,105.2,2025-03-31
CUST6961,237.59,6.1,22,77.25,2025-03-31
CUST9715,247.75,6.47,20,76.34,2025-03-31
CUST1195,190.73,1.91,20,26.7,2025-03-31
CUST7749,296.02,4.92,22,67.24,2025-03-31
CUST4656,270.28,7.11,25,96.14,2025-03-31
CUST5347,269.08,6.43,27,76.55,2025-03-31
CUST6041,305.62,7.12,22,93.73,2025-03-31
CUST9012,274.17,10.35,20,129.43,2025-03-31
CUST6529,240.52,5.96,25,68.52,2025-03-31
CUST3174,260.53,4.37,24,52.46,2025-03-31
CUST7629,214.73,7.58,18,95.63,2025-03-31
CUST1924,277.9,3.38,17,55.21,2025-03-31
CUST6172,291.24,0.41,20,25.07,2025-03-31
CUST6993,252.35,4.28,22,51.73,2025-03-31
CUST4292,307.86,5.65,25,82.54,2025-03-31
CUST9215,300.28,4.34,15,61.39,2025-03-31
CUST4548,249.29,5.79,28,78.03,2025-03-31
CUST3044,264.8,5.82,27,82.86,2025-03-31
CUST3678,263.4,5.35,21,68.77,2025-03-31
CUST4968,271.27,4.53,12,65.52,2025-03-31
CUST5088,259.92,4.98,22,59.86,2025-03-31
CUST5804,326.78,4.87,26,61.01,2025-03-31
CUST1731,354.91,5.52,16,80.1,2025-03-31
CUST6401,207.46,4.23,22,51.7,2025-03-31
CUST8712,258.38,1.6,27,25.64,2025-03-31
CUST5610,245.84,2.46,16,44.45,2025-03-31
CUST3789,301.16,2.92,23,56.14,2025-03-31
CUST8964,301.41,5.18,16,76.35,2025-03-31
CUST4193,300.26,3.84,26,58.83,2025-03-31
CUST3710,258.96,4.97,25,70.9,2025-03-31
CUST7118,293.86,3.25,18,42.92,2025-03-31
CUST1989,242.4,4.31,19,61.91,2025-03-31
CUST8812,231.6,6.64,22,87.18,2025-03-31
CUST3855,335.56,0.53,26,28.16,2025-03-31
CUST1104,165.55,5.06,27,72.01,2025-03-31
CUST4438,245.99,2.91,21,46.71,2025-03-31
