subscriber_id,usage_minutes,data_gb,sms_count,cost,billing_date
CUST9689,225.27,5.03,20,67.39,2025-01-31
CUST9407,295.25,4.17,14,49.02,2025-01-31
CUST7115,315.88,8.39,24,96.66,2025-01-31
CUST3743,320.07,4.69,17,62.52,2025-01-31
CUST1833,316.33,2.86,31,48.59,2025-01-31
CUST3241,295.13,3.28,17,59.96,2025-01-31
CUST7585,248.29,9.08,15,111.72,2025-01-31
CUST6612,307.24,5.99,22,77.99,2025-01-31
CUST8558,269.95,9.11,29,104.09,2025-01-31
CUST9254,374.01,5.26,17,76.17,2025-01-31
CUST8945,340.42,0.06,17,17.47,2025-01-31
CUST8984,251.0,2.97,26,46.41,2025-01-31
CUST2670,309.25,4.15,23,61.7,2025-01-31
CUST7739,252.34,4.17,25,56.61,2025-01-31
CUST1746,332.96,5.38,15,64.65,2025-01-31
CUST2715,262.45,6.43,27,79.27,2025-01-31
CUST7251,323.24,3.32,23,48.32,2025-01-31
CUST1865,256.01,7.86,19,94.49,2025-01-31
CUST5911,284.74,3.15,20,57.09,2025-01-31
CUST2875,282.68,7.63,27,102.93,2025-01-31
CUST2536,368.92,6.05,20,88.18,2025-01-31
CUST7753,293.15,8.97,24,413.16,2025-01-31
CUST9254,313.87,0.49,24,21.4,2025-01-31
CUST3210,286.03,3.39,19,60.93,2025-01-31
CUST8826,304.57,4.12,20,51.87,2025-01-31
CUST6846,277.55,2.34,17,33.26,2025-01-31
CUST9170,249.47,6.52,18,85.71,2025-01-31
CUST5769,258.89,4.95,19,68.08,2025-01-31
CUST9175,314.51,6.46,20,88.47,2025-01-31
CUST3833,287.43,6.07,20,87.45,2025-01-31
CUST5661,403.99,6.04,19,84.28,2025-01-31
CUST3706,298.88,1.04,23,24.15,2025-01-31
CUST2498,340.81,6.13,19,88.13,2025-01-31
CUST8017,297.65,5.6,17,72.91,2025-01-31
CUST7500,346.03,3.22,22,53.42,2025-01-31
CUST7801,274.51,7.26,24,88.09,2025-01-31
CUST8219,374.16,8.62,25,105.21,2025-01-31
CUST1062,251.86,0.78,19,32.55,2025-01-31
CUST9749,251.69,6.87,15,86.5,2025-01-31
